Colonne1,Région,Dpt,FINNES,Raison.sociale,Complement.distribution,Adresse,Lieudit.BP,Code.postal,Libelle.routage,Tel,nom correspondant,mail,logiciel,RPU (oui/non)
138,RHONE ALPES,Drôme,260000146,CENTRE HOSPITALIER DE CREST,,QUARTIER MAZOREL-NORD,,26400,CREST,04 75 25 37 00 ,,,,
139,RHONE ALPES,Drôme,260000203,CH DE ST VALLIER,,RUE PIERRE VALETTE,BP 30,26241,ST VALLIER CEDEX,04 75 23 80 00 ,,,,
140,RHONE ALPES,Drôme,260000286,CENTRE HOSPITALIER DIE,,2 RUE BOUVIER,,26150,DIE,04 75 22 55 00 ,,,,
241,RHONE ALPES,Isère,380000026,CH DE LA MURE,,62 RUE DES ALPES,BP 56,38350,LA MURE D ISERE,04 76 81 42 00 ,,,,
242,RHONE ALPES,Isère,380000034,CH PIERRE OUDOT BOURGOIN JALLIEU,,30 AVENUE DU MÃ‰DIPÃ”LE,BP 40348,38302,BOURGOIN JALLIEU CEDEX,04 74 27 30 99 ,,,,
243,RHONE ALPES,Isère,380000042,CH YVES TOURAINE,,LE THOMASSIN,BP 8,38480,LE PONT DE BEAUVOISIN,04 76 32 64 32 ,,,,
244,RHONE ALPES,Isère,380000067,HOPITAL NORD,,BOULEVARD DE LA CHANTOURNE,,38700,LA TRONCHE,04 76 76 50 43 ,,,,
245,RHONE ALPES,Isère,380000174,CH LUCIEN HUSSEL VIENNE,,MONT SALOMON,BP 127,38209,VIENNE CEDEX,04 74 31 33 33 ,,,,
246,RHONE ALPES,Isère,380000406,CH DE VOIRON,,14 ROUTE DES GORGES,BP 208,38506,VOIRON CEDEX,04 76 67 14 91 ,,,,
247,RHONE ALPES,Isère,380012658,GROUPE HOSPIT. MUTUALISTE DE GRENOBLE,,8 RUE DOCTEUR CALMETTE,,38028,GRENOBLE CEDEX 1,04 76 70 70 00 ,,,,
248,RHONE ALPES,Isère,380781450,CLINIQUE SAINT CHARLES ROUSSILLON,,RUE FERNAND LÃ‰GER,,38150,ROUSSILLON,04 74 29 28 28 ,,,,
249,RHONE ALPES,Isère,380782722,HOPITAL SUD,,AVENUE KIMBERLEY,,38130,ECHIROLLES,04 76 76 75 75 ,,,,
250,RHONE ALPES,Isère,380785956,CLINIQUE DES CÃˆDRES,,21 RUE ALBERT LONDRES,,38130,ECHIROLLES,08 25 56 56 38 ,,,,
267,RHONE ALPES,Loire,420000010,CH DE ROANNE,,28 RUE DE CHARLIEU,BP 511,42328,ROANNE CEDEX,04 77 44 30 00 ,,,,
268,RHONE ALPES,Loire,420000226,CH DU FOREZ SITE DE MONTBRISON,,AVENUE DES MONTS DU SOIR,BP 219,42605,MONTBRISON CEDEX,04 77 96 78 00 ,,,,
269,RHONE ALPES,Loire,420000234,CH DE FIRMINY,,2 RUE ROBERT PLOTON,,42700,FIRMINY,04 77 40 41 42 ,,,,
270,RHONE ALPES,Loire,420000267,CH DU FOREZ SITE DE FEURS,,26 RUE CAMILLE PARIAT,BP 122,42110,FEURS,04 77 27 54 54 ,,,,
271,RHONE ALPES,Loire,420010050,CLINIQUE MUTUALISTE CHIRURGICALE,,3 RUE LE VERRIER,BP 209,42013,ST ETIENNE CEDEX 2,04 77 12 12 12 ,,,,
272,RHONE ALPES,Loire,420011413,HÃ”PITAL PRIVÃ‰ DE LA LOIRE,,39 BOULEVARD DE LA PALLE,,42100,ST ETIENNE,04 77 42 29 00 ,,,,
273,RHONE ALPES,Loire,420780504,CLINIQUE DU PARC ST PRIEST EN JAREZ,,9 RUE DE LA PIOT,,42276,ST PRIEST EN JAREZ CEDEX,04 77 92 22 22 ,,,,
274,RHONE ALPES,Loire,420780637,HÃ”PITAL DU GIER MCO,,19 RUE VICTOR HUGO,,42403,ST CHAMOND CEDEX,04 77 31 19 19 ,,,,
275,RHONE ALPES,Loire,420782310,CLINIQUE DU RENAISON,,75 RUE GENERAL GIRAUD,,42300,ROANNE,04 77 44 45 00 ,,,,
276,RHONE ALPES,Loire,420782559,HOPITAL DE BELLEVUE,,25 BOULEVARD PASTEUR,,42055,ST ETIENNE CEDEX 2,04 77 12 77 00 ,,,,
277,RHONE ALPES,Loire,420785354,HOPITAL NORD,,AVENUE ALBERT RAIMOND,,42277,ST PRIEST EN JAREZ CEDEX,04 77 82 80 02 ,,,,
456,RHONE ALPES,Rhône,690000013,CH MONTGELAS,,9 AVENUE PROFESSEUR FLEMING,BP 122,69700,GIVORS,04 78 07 30 30 ,,,,
457,RHONE ALPES,Rhône,690000575,HOPITAL NORD OUEST - VILLEFRANCHE,,PLATEAU D'OUILLY,BP 80436,69400,GLEIZE,04 74 09 25 03 ,,,,
458,RHONE ALPES,Rhône,690000625,CH DE TARARE,,1 BOULEVARD JEAN-BAPTISTE MARTIN,,69173,TARARE CEDEX,04 74 05 46 46 ,,,,
459,RHONE ALPES,Rhône,690007539,HÃ”PITAL FEMME MÃˆRE ENFANT,,59 BOULEVARD PINEL,,69677,BRON CEDEX,08 25 08 25 69 ,,,,
460,RHONE ALPES,Rhône,690023411,HOPITAL PRIVE JEAN MERMOZ,,55 AVENUE JEAN MERMOZ,,69008,LYON,08 26 30 69 69 ,,,,
461,RHONE ALPES,Rhône,690036058,PÃ”LE HOSPITALIER MUTUALISTE,,13 AVENUE FRANKLIN ROOSEVELT,,69150,DECINES CHARPIEU,,,,,
462,RHONE ALPES,Rhône,690780358,CLINIQUE DU VAL D'OUEST VENDÃ”ME,,39 CHEMIN DE LA VERNIQUE,,69130,ECULLY,04 72 19 32 00 ,,,,
463,RHONE ALPES,Rhône,690780390,POLYCLINIQUE DE RILLIEUX,,941 RUE CAPITAINE JULIEN,,69165,RILLIEUX LA PAPE CEDEX,04 72 01 38 01 ,,,,
464,RHONE ALPES,Rhône,690780416,GPE HOSP MUT LES PORTES DU SUD,,LIEU DIT LE COULOUD FEYZIN,2 AV DU 11 NOVEMBRE 1918,69694,VENISSIEUX CEDEX,04 72 89 80 00 ,,,,
465,RHONE ALPES,Rhône,690780648,CLINIQUE DE LA SAUVEGARDE,,113 AVENUE DAVID BEN GOURION,CP 309,69337,LYON CEDEX 09,04 72 17 26 26 ,,,,
466,RHONE ALPES,Rhône,690780655,HOPITAL PRIVE DE L'EST LYONNAIS,,140 RUE ANDRE LWOFF,,69800,ST PRIEST,08 26 96 99 99 ,,,,
467,RHONE ALPES,Rhône,690782834,CLINIQUE DU TONKIN,,26 RUE DU TONKIN,,69626,VILLEURBANNE CEDEX,08 26 10 12 01 ,,,,
468,RHONE ALPES,Rhône,690783154,HÃ”PITAL Ã‰DOUARD HERRIOT,,5 PLACE D'ARSONVAL,,69437,LYON CEDEX 03,04 72 11 73 11 ,,,,
469,RHONE ALPES,Rhône,690784137,CH LYON SUD,,165 CHEMIN DU GRAND REVOYET,,69310,PIERRE BENITE,04 78 86 18 01 ,,,,
470,RHONE ALPES,Rhône,690784152,HÃ”PITAL DE LA CROIX-ROUSSE,,103 GRANDE RUE DE LA CRX-ROUSSE,,69317,LYON CEDEX 04,04 72 07 15 07 ,,,,
471,RHONE ALPES,Rhône,690805361,CH ST JOSEPH ST LUC,,20 QUAI CLAUDE BERNARD,,69365,LYON CEDEX 07,04 78 61 81 81 ,,,,
472,RHONE ALPES,Rhône,690807367,POLYCLINIQUE  DU BEAUJOLAIS,,120 ANCIENNE ROUTE DE BEAUJEU,,69400,ARNAS,08 26 96 90 00 ,,,,
490,RHONE ALPES,Savoie,730000031,CH DE CHAMBÃ‰RY,,7 SQUARE MASSALAZ,BP 31125,73011,CHAMBERY CEDEX,04 79 96 50 50 ,,,,
491,RHONE ALPES,Savoie,730000049,CH DE MOUTIERS,,43 RUE DE L'Ã‰COLE DES MINES,BP 207,73604,MOUTIERS TARENTAISE CEDEX,04 79 09 60 60 ,,,,
492,RHONE ALPES,Savoie,730000080,CH DE SAINT JEAN DE MAURIENNE,,81 RUE DU DOCTEUR GRANGE,BP 113,73303,ST JEAN DE MAURIENNE CEDEX,04 79 20 60 20 ,,,,
493,RHONE ALPES,Savoie,730000098,CH D'AIX LES BAINS,,49 AVENUE DU GRAND PORT,,73105,AIX LES BAINS CEDEX,04 79 88 61 61 ,,,,
494,RHONE ALPES,Savoie,730000247,CH DE BOURG ST MAURICE,,AVENUE DU NANTET,BP 11,73704,BOURG ST MAURICE CEDEX,04 79 41 79 79 ,,,,
495,RHONE ALPES,Savoie,730000262,CH D'ALBERTVILLE,,253 RUE PIERRE DE COUBERTIN,BP 126,73208,ALBERTVILLE CEDEX,04 79 89 55 55 ,,,,
496,RHONE ALPES,Savoie,730004298,HOPITAL PRIVE MEDIPOLE DE SAVOIE,,AVENUE DES MASSETTES,,73190,CHALLES LES EAUX,04 79 26 81 81 ,,,,
497,RHONE ALPES,Savoie,730010477,ANTENNE SMUR MODANE,,540 AVENUE Ã‰MILE CHARVOZ,,73500,MODANE,04 79 05 11 88 ,,,,
498,RHONE ALPES,Savoie,730010485,ANTENNE SMUR AIX LES BAINS,CENTRE HOSPITALIER,49 AVENUE DU GRAND PORT,,73100,AIX LES BAINS,04 79 68 63 15 ,,,,
499,RHONE ALPES,Hte Savoie,740000237,CH ANNECY-GENEVOIS SITE ANNECY,,1 AVENUE DE L'HOPITAL,BP 90074 METZ TESSY,74374,PRINGY CEDEX,04 50 63 63 63 ,,,,
500,RHONE ALPES,Hte Savoie,740000294,HOPITAL GABRIEL DEPLANTE,,1 RUE DE LA FORET,,74151,RUMILLY CEDEX,04 50 01 80 00 ,,,,
501,RHONE ALPES,Hte Savoie,740000302,CH ANNECY-GENEVOIS SITE ST JULIEN EN G,,1 RUE AMEDÃ‰E VIII DE SAVOIE,BP 14110,74164,ST JULIEN GENEVOIS CEDEX,04 50 49 65 00 ,,,,
502,RHONE ALPES,Hte Savoie,740000328,HOPITAUX DU LEMAN,,3 AVENUE DE LA DAME,BP 526,74203,THONON LES BAINS CEDEX,04 50 83 20 00 ,,,,
503,RHONE ALPES,Hte Savoie,740014345,HÃ”PITAL PRIVÃ‰ PAYS DE SAVOIE,,19 AVENUE PIERRE MENDÃˆS FRANCE,,74100,ANNEMASSE,,,,,
504,RHONE ALPES,Hte Savoie,740780424,CLINIQUE GÃ‰NÃ‰RALE ANNECY,,4 CHEMIN TOUR LA REINE,,74000,ANNECY,04 50 33 04 92 ,,,,
505,RHONE ALPES,Hte Savoie,740781141,CENTRE HOSPITALIER ALPES-LEMAN,,558 ROUTE DE FINDROL,BP 20 500,74130,CONTAMINE SUR ARVE,04 50 82 20 00 ,,,,
506,RHONE ALPES,Hte Savoie,740781166,HÃ”PITAUX DU MONT BLANC SITE CHAMONIX,,509 ROUTE DES PÃ‰LERINS,BP 88,74400,CHAMONIX MONT BLANC,04 50 53 84 00 ,,,,
507,RHONE ALPES,Hte Savoie,740781224,HÃ”PITAUX DU MONT BLANC SITE SALLANCHES,,380 RUE DE L'HÃ”PITAL,BP 118,74700,SALLANCHES,04 50 47 30 30 ,,,,
